Count,Lityear,Year,Season,Site,Stand,Plot,Treatment,N,P,Ca,Basket,Total_Mass,Leaf_Mass,Basket_Type,Basket_Area,Total_Mass_g_m2,Sorted,ACPE,ACRU,ACSA3,ACSP2,BE_sp,BEAL2,BEPA,BEPO,FAGR,FRAM2,PIRU,PO_sp,POGR4,POTR5,PRPE2,PRSE2,QURU,SOAM3,TIAM,TSCA,VILA11,Unknown,Seeds,Nonleaf,OTHER_Spring,Other,Twigs <16mm,Twigs 16-30mm,Problematic,Comments
2620,2013,2013,Fall,BEF,C2,4,N,1,0,0,C3,64.50,82.78,1,0.23,280.43,Y,0,0.5,4.2,0,0,0,30.9,0,26.2,0,0,0,0,0,1.2,0,0,0,0,0,0,1.5,0,0,NA,,,,,
2621,2013,2013,Fall,BEF,C4,1,NP,1,1,0,A1,NA,76.35,1,0.23,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2622,2013,2013,Fall,BEF,C4,1,NP,1,1,0,A3,88,67.90,1,0.23,382.61,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2623,2013,2013,Fall,BEF,C4,1,NP,1,1,0,B2,86.1,47.30,1,0.23,374.35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2624,2013,2013,Fall,BEF,C4,1,NP,1,1,0,C1,89.1,72.56,1,0.23,387.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2625,2013,2013,Fall,BEF,C4,1,NP,1,1,0,C3,54.6,66.39,1,0.23,237.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2626,2013,2013,Fall,BEF,C4,2,N,1,0,0,A1,50.5,64.50,1,0.23,219.57,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2627,2013,2013,Fall,BEF,C4,2,N,1,0,0,A3,79.6,NA,1,0.23,346.09,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2628,2013,2013,Fall,BEF,C4,2,N,1,0,0,B2,61.2,NA,1,0.23,266.09,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2629,2013,2013,Fall,BEF,C4,2,N,1,0,0,C1,82.3,NA,1,0.23,357.83,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2630,2013,2013,Fall,BEF,C4,2,N,1,0,0,C3,70.4,NA,1,0.23,306.09,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2631,2013,2013,Fall,BEF,C4,3,C,0,0,0,A1,73.1,NA,1,0.23,317.83,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2632,2013,2013,Fall,BEF,C4,3,C,0,0,0,A3,78.4,NA,1,0.23,340.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2633,2013,2013,Fall,BEF,C4,3,C,0,0,0,B2,73.77,NA,1,0.23,320.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2634,2013,2013,Fall,BEF,C4,3,C,0,0,0,C1,69.8,NA,1,0.23,303.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2635,2013,2013,Fall,BEF,C4,3,C,0,0,0,C3,70.5,NA,1,0.23,306.52,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2636,2013,2013,Fall,BEF,C4,4,P,0,1,0,A1,71.6,NA,1,0.23,311.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2637,2013,2013,Fall,BEF,C4,4,P,0,1,0,A3,73.2,NA,1,0.23,318.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2638,2013,2013,Fall,BEF,C4,4,P,0,1,0,B2,50.2,NA,1,0.23,218.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2639,2013,2013,Fall,BEF,C4,4,P,0,1,0,C1,46.3,NA,1,0.23,201.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2640,2013,2013,Fall,BEF,C4,4,P,0,1,0,C3,61.8,NA,1,0.23,268.70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2641,2013,2013,Fall,BEF,C6,1,NP,1,1,0,A1,74,NA,1,0.23,321.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2642,2013,2013,Fall,BEF,C6,1,NP,1,1,0,A3,90.5,NA,1,0.23,393.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2643,2013,2013,Fall,BEF,C6,1,NP,1,1,0,B2,80.15,NA,1,0.23,348.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2644,2013,2013,Fall,BEF,C6,1,NP,1,1,0,C1,73.4,NA,1,0.23,319.13,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2645,2013,2013,Fall,BEF,C6,1,NP,1,1,0,C3,93.9,NA,1,0.23,408.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2646,2013,2013,Fall,BEF,C6,2,C,0,0,0,A1,71.5,NA,1,0.23,310.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2647,2013,2013,Fall,BEF,C6,2,C,0,0,0,A3,88.1,NA,1,0.23,383.04,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2648,2013,2013,Fall,BEF,C6,2,C,0,0,0,B2,67.7,NA,1,0.23,294.35,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2649,2013,2013,Fall,BEF,C6,2,C,0,0,0,C1,59.2,NA,1,0.23,257.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2650,2013,2013,Fall,BEF,C6,2,C,0,0,0,C3,95.6,NA,1,0.23,415.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2651,2013,2013,Fall,BEF,C6,3,N,1,0,0,A1,83.2,NA,1,0.23,361.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2652,2013,2013,Fall,BEF,C6,3,N,1,0,0,A3,75.6,NA,1,0.23,328.70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2653,2013,2013,Fall,BEF,C6,3,N,1,0,0,B2,74.4,NA,1,0.23,323.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2654,2013,2013,Fall,BEF,C6,3,N,1,0,0,C1,84.5,NA,1,0.23,367.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2655,2013,2013,Fall,BEF,C6,3,N,1,0,0,C3,75.1,NA,1,0.23,326.52,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2656,2013,2013,Fall,BEF,C6,4,P,0,1,0,A1,62.7,NA,1,0.23,272.61,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2657,2013,2013,Fall,BEF,C6,4,P,0,1,0,A3,72.5,NA,1,0.23,315.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2658,2013,2013,Fall,BEF,C6,4,P,0,1,0,B2,92.5,NA,1,0.23,402.17,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2659,2013,2013,Fall,BEF,C6,4,P,0,1,0,C1,63,NA,1,0.23,273.91,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2660,2013,2013,Fall,BEF,C6,4,P,0,1,0,C3,102.4,NA,1,0.23,445.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2661,2013,2013,Fall,BEF,C7,1,N,1,0,0,A1,83.5,NA,1,0.23,363.04,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2662,2013,2013,Fall,BEF,C7,1,N,1,0,0,A3,70.3,NA,1,0.23,305.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2663,2013,2013,Fall,BEF,C7,1,N,1,0,0,B2,77,NA,1,0.23,334.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2664,2013,2013,Fall,BEF,C7,1,N,1,0,0,C1,67.5,NA,1,0.23,293.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2665,2013,2013,Fall,BEF,C7,1,N,1,0,0,C3,71,NA,1,0.23,308.70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2666,2013,2013,Fall,BEF,C7,2,NP,1,1,0,A1,64.16,NA,1,0.23,278.96,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2667,2013,2013,Fall,BEF,C7,2,NP,1,1,0,A3,96.6,NA,1,0.23,420.00,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2668,2013,2013,Fall,BEF,C7,2,NP,1,1,0,B2,73.2,NA,1,0.23,318.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2669,2013,2013,Fall,BEF,C7,2,NP,1,1,0,C1,67.9,NA,1,0.23,295.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2670,2013,2013,Fall,BEF,C7,2,NP,1,1,0,C3,65.1,NA,1,0.23,283.04,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2671,2013,2013,Fall,BEF,C7,3,P,0,1,0,A1,50.9,NA,1,0.23,221.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2672,2013,2013,Fall,BEF,C7,3,P,0,1,0,A3,60.1,NA,1,0.23,261.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2673,2013,2013,Fall,BEF,C7,3,P,0,1,0,B2,57.5,NA,1,0.23,250.00,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2674,2013,2013,Fall,BEF,C7,3,P,0,1,0,C1,62.5,NA,1,0.23,271.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2675,2013,2013,Fall,BEF,C7,3,P,0,1,0,C3,49.5,NA,1,0.23,215.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2676,2013,2013,Fall,BEF,C7,4,C,0,0,0,A1,95.6,NA,1,0.23,415.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2677,2013,2013,Fall,BEF,C7,4,C,0,0,0,A3,80.1,NA,1,0.23,348.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2678,2013,2013,Fall,BEF,C7,4,C,0,0,0,B2,77.8,NA,1,0.23,338.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2679,2013,2013,Fall,BEF,C7,4,C,0,0,0,C1,59.6,NA,1,0.23,259.13,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2680,2013,2013,Fall,BEF,C7,4,C,0,0,0,C3,60.1,NA,1,0.23,261.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2681,2013,2013,Fall,BEF,C8,1,P,0,1,0,A1,63.3,NA,1,0.23,275.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2682,2013,2013,Fall,BEF,C8,1,P,0,1,0,A3,93.5,NA,1,0.23,406.52,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2683,2013,2013,Fall,BEF,C8,1,P,0,1,0,B2,69.5,NA,1,0.23,302.17,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2684,2013,2013,Fall,BEF,C8,1,P,0,1,0,C1,75.9,NA,1,0.23,330.00,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2685,2013,2013,Fall,BEF,C8,1,P,0,1,0,C3,58.97,NA,1,0.23,256.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2686,2013,2013,Fall,BEF,C8,2,C,0,0,0,A1,77,NA,1,0.23,334.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2687,2013,2013,Fall,BEF,C8,2,C,0,0,0,A3,85.2,NA,1,0.23,370.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2688,2013,2013,Fall,BEF,C8,2,C,0,0,0,B2,94.5,NA,1,0.23,410.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2689,2013,2013,Fall,BEF,C8,2,C,0,0,0,C1,60.1,NA,1,0.23,261.30,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2690,2013,2013,Fall,BEF,C8,2,C,0,0,0,C3,66.4,NA,1,0.23,288.70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2691,2013,2013,Fall,BEF,C8,3,N,1,0,0,A1,43.6,NA,1,0.23,189.57,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2692,2013,2013,Fall,BEF,C8,3,N,1,0,0,A3,67.6,NA,1,0.23,293.91,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2693,2013,2013,Fall,BEF,C8,3,N,1,0,0,B2,73.2,NA,1,0.23,318.26,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2694,2013,2013,Fall,BEF,C8,3,N,1,0,0,C1,77.6,NA,1,0.23,337.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2695,2013,2013,Fall,BEF,C8,3,N,1,0,0,C3,79.3,NA,1,0.23,344.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2696,2013,2013,Fall,BEF,C8,4,NP,1,1,0,A1,58.6,NA,1,0.23,254.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2697,2013,2013,Fall,BEF,C8,4,NP,1,1,0,A3,50,NA,1,0.23,217.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2698,2013,2013,Fall,BEF,C8,4,NP,1,1,0,B2,62.2,NA,1,0.23,270.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2699,2013,2013,Fall,BEF,C8,4,NP,1,1,0,C1,67.5,NA,1,0.23,293.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2700,2013,2013,Fall,BEF,C8,4,NP,1,1,0,C3,59.7,NA,1,0.23,259.57,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2701,2013,2013,Fall,BEF,C9,1,C,0,0,0,A1,97.4,NA,1,0.23,423.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2702,2013,2013,Fall,BEF,C9,1,C,0,0,0,A3,77.4,NA,1,0.23,336.52,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2703,2013,2013,Fall,BEF,C9,1,C,0,0,0,B2,78.3,NA,1,0.23,340.43,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2704,2013,2013,Fall,BEF,C9,1,C,0,0,0,C1,96.3,NA,1,0.23,418.70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2705,2013,2013,Fall,BEF,C9,1,C,0,0,0,C3,72.5,NA,1,0.23,315.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2706,2013,2013,Fall,BEF,C9,2,P,0,1,0,A1,77.5,NA,1,0.23,336.96,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2707,2013,2013,Fall,BEF,C9,2,P,0,1,0,A3,46.2,NA,1,0.23,200.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2708,2013,2013,Fall,BEF,C9,2,P,0,1,0,B2,69.5,NA,1,0.23,302.17,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2709,2013,2013,Fall,BEF,C9,2,P,0,1,0,C1,69,NA,1,0.23,300.00,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2710,2013,2013,Fall,BEF,C9,2,P,0,1,0,C3,83.2,NA,1,0.23,361.74,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2711,2013,2013,Fall,BEF,C9,3,NP,1,1,0,A1,73,NA,1,0.23,317.39,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2712,2013,2013,Fall,BEF,C9,3,NP,1,1,0,A3,70.3,NA,1,0.23,305.65,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2713,2013,2013,Fall,BEF,C9,3,NP,1,1,0,B2,75.7,NA,1,0.23,329.13,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2714,2013,2013,Fall,BEF,C9,3,NP,1,1,0,C1,64.2,NA,1,0.23,279.13,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2715,2013,2013,Fall,BEF,C9,3,NP,1,1,0,C3,75.7,NA,1,0.23,329.13,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2716,2013,2013,Fall,BEF,C9,4,N,1,0,0,A1,74.8,NA,1,0.23,325.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2717,2013,2013,Fall,BEF,C9,4,N,1,0,0,A3,84,NA,1,0.23,365.22,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2718,2013,2013,Fall,BEF,C9,4,N,1,0,0,B2,74.7,NA,1,0.23,324.78,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2719,2013,2013,Fall,BEF,C9,4,N,1,0,0,C1,72.1,NA,1,0.23,313.48,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2720,2013,2013,Fall,BEF,C9,4,N,1,0,0,C3,81.1,NA,1,0.23,352.61,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2721,2013,2013,Fall,HB,HBM,1,NP,1,1,0,A1,69.2,NA,1,0.23,300.87,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2722,2013,2013,Fall,HB,HBM,1,NP,1,1,0,A2,85,NA,1,0.23,369.57,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
2723,2013,2013,Fall,HB,HBM,1,NP,1,1,0,B1,45.7,NA,1,0.23,198.70,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
